TICKET ID ; IV ; OV ; FV ; AV 
BOOKKEEPER-169;1;2;2;[1]
BOOKKEEPER-170;2;2;2;[0]
BOOKKEEPER-171;2;2;2;[0]
BOOKKEEPER-173;2;2;2;[0]
BOOKKEEPER-174;1;2;2;[1]
BOOKKEEPER-176;2;2;2;[0]
BOOKKEEPER-177;2;2;2;[0]
BOOKKEEPER-180;2;2;2;[0]
BOOKKEEPER-182;2;2;2;[0]
BOOKKEEPER-184;2;2;2;[0]
BOOKKEEPER-186;1;2;2;[1]
BOOKKEEPER-188;2;2;2;[0]
BOOKKEEPER-189;2;2;2;[0]
BOOKKEEPER-190;2;2;2;[0]
BOOKKEEPER-193;2;2;2;[0]
BOOKKEEPER-194;2;2;2;[0]
BOOKKEEPER-195;2;2;2;[0]
BOOKKEEPER-197;2;2;2;[0]
BOOKKEEPER-198;2;2;2;[0]
BOOKKEEPER-207;2;2;2;[0]
BOOKKEEPER-209;2;2;2;[0]
BOOKKEEPER-211;2;2;2;[0]
BOOKKEEPER-212;2;2;2;[0]
BOOKKEEPER-213;2;2;2;[0]
BOOKKEEPER-215;2;2;2;[0]
BOOKKEEPER-216;2;2;2;[0]
BOOKKEEPER-217;2;2;2;[0]
BOOKKEEPER-229;2;2;2;[0]
BOOKKEEPER-231;2;2;2;[0]
BOOKKEEPER-232;2;2;2;[0]
BOOKKEEPER-234;2;2;2;[0]
BOOKKEEPER-235;2;2;2;[0]
BOOKKEEPER-242;1;2;2;[1]
BOOKKEEPER-245;2;2;2;[0]
BOOKKEEPER-258;2;2;2;[0]
BOOKKEEPER-260;2;2;2;[0]
BOOKKEEPER-263;2;2;2;[0]
BOOKKEEPER-273;2;2;2;[0]
BOOKKEEPER-274;1;2;2;[1]
BOOKKEEPER-279;1;2;2;[1]
BOOKKEEPER-280;2;2;3;[2]
BOOKKEEPER-281;2;2;2;[0]
BOOKKEEPER-285;2;2;2;[0]
BOOKKEEPER-286;2;2;2;[0]
BOOKKEEPER-287;2;2;2;[0]
BOOKKEEPER-288;2;2;2;[0]
BOOKKEEPER-291;2;2;3;[2]
BOOKKEEPER-292;2;2;3;[2]
BOOKKEEPER-294;2;3;3;[2]
BOOKKEEPER-296;1;3;3;[1, 2]
BOOKKEEPER-298;3;3;3;[0]
BOOKKEEPER-302;2;3;3;[2]
BOOKKEEPER-303;3;3;3;[0]
BOOKKEEPER-306;3;3;3;[0]
BOOKKEEPER-307;3;3;3;[0]
BOOKKEEPER-313;3;3;6;[3, 4, 5]
BOOKKEEPER-322;3;3;3;[0]
BOOKKEEPER-324;3;3;3;[0]
BOOKKEEPER-326;2;3;3;[2]
BOOKKEEPER-327;1;3;3;[1, 2]
BOOKKEEPER-329;1;3;3;[1, 2]
BOOKKEEPER-330;1;3;3;[1, 2]
BOOKKEEPER-336;2;3;3;[2]
BOOKKEEPER-337;1;3;3;[1, 2]
BOOKKEEPER-338;3;3;3;[0]
BOOKKEEPER-343;2;3;3;[2]
BOOKKEEPER-349;2;3;3;[2]
BOOKKEEPER-351;3;3;3;[0]
BOOKKEEPER-352;3;3;3;[0]
BOOKKEEPER-354;3;3;3;[0]
BOOKKEEPER-355;2;3;3;[2]
BOOKKEEPER-363;3;3;8;[3, 4, 5, 6, 7]
BOOKKEEPER-365;1;3;14;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]
BOOKKEEPER-371;3;3;3;[0]
BOOKKEEPER-372;3;3;3;[0]
BOOKKEEPER-381;3;3;3;[0]
BOOKKEEPER-382;1;3;3;[1, 2]
BOOKKEEPER-383;2;3;3;[2]
BOOKKEEPER-387;2;3;3;[2]
BOOKKEEPER-392;3;3;3;[0]
BOOKKEEPER-395;3;3;3;[0]
BOOKKEEPER-396;2;3;3;[2]
BOOKKEEPER-397;3;3;3;[0]
BOOKKEEPER-403;3;3;3;[0]
BOOKKEEPER-404;3;3;3;[0]
BOOKKEEPER-408;2;3;3;[2]
BOOKKEEPER-413;3;3;3;[0]
BOOKKEEPER-415;3;3;3;[0]
BOOKKEEPER-424;1;3;3;[1, 2]
BOOKKEEPER-425;3;3;3;[0]
BOOKKEEPER-427;3;3;3;[0]
BOOKKEEPER-434;3;3;3;[0]
BOOKKEEPER-436;3;3;3;[0]
BOOKKEEPER-439;2;3;3;[2]
BOOKKEEPER-441;3;3;3;[0]
BOOKKEEPER-442;2;3;3;[2]
BOOKKEEPER-446;3;3;6;[3, 4, 5]
BOOKKEEPER-447;3;3;3;[0]
BOOKKEEPER-454;3;3;3;[0]
BOOKKEEPER-457;2;3;3;[2]
BOOKKEEPER-458;3;3;3;[0]
BOOKKEEPER-461;3;3;3;[0]
BOOKKEEPER-465;3;3;3;[0]
BOOKKEEPER-466;3;3;3;[0]
BOOKKEEPER-467;3;3;3;[0]
BOOKKEEPER-468;3;3;3;[0]
BOOKKEEPER-469;3;3;3;[0]
BOOKKEEPER-470;3;3;3;[0]
BOOKKEEPER-471;3;3;3;[0]
BOOKKEEPER-474;3;3;3;[0]
BOOKKEEPER-475;3;3;3;[0]
BOOKKEEPER-477;3;3;3;[0]
BOOKKEEPER-479;3;3;3;[0]
BOOKKEEPER-480;3;3;3;[0]
BOOKKEEPER-481;3;3;3;[0]
BOOKKEEPER-482;3;3;3;[0]
BOOKKEEPER-483;3;3;3;[0]
BOOKKEEPER-484;3;3;3;[0]
BOOKKEEPER-485;3;3;3;[0]
BOOKKEEPER-493;3;3;3;[0]
BOOKKEEPER-497;3;3;3;[0]
BOOKKEEPER-498;3;3;3;[0]
BOOKKEEPER-500;2;3;3;[2]
BOOKKEEPER-503;3;3;3;[0]
BOOKKEEPER-504;3;3;3;[0]
BOOKKEEPER-507;3;3;3;[0]
BOOKKEEPER-509;3;3;3;[0]
BOOKKEEPER-511;3;3;3;[0]
BOOKKEEPER-512;3;3;3;[0]
BOOKKEEPER-513;3;3;3;[0]
BOOKKEEPER-514;3;3;3;[0]
BOOKKEEPER-520;3;3;3;[0]
BOOKKEEPER-522;3;3;3;[0]
BOOKKEEPER-524;3;3;3;[0]
BOOKKEEPER-530;2;3;3;[2]
BOOKKEEPER-531;3;3;3;[0]
BOOKKEEPER-532;3;3;3;[0]
BOOKKEEPER-533;3;3;3;[0]
BOOKKEEPER-534;3;3;3;[0]
BOOKKEEPER-538;3;3;3;[0]
BOOKKEEPER-539;3;3;3;[0]
BOOKKEEPER-543;2;3;3;[2]
BOOKKEEPER-544;3;3;6;[3, 4, 5]
BOOKKEEPER-548;4;4;5;[4]
BOOKKEEPER-549;4;4;5;[4]
BOOKKEEPER-554;4;5;5;[4]
BOOKKEEPER-556;5;5;6;[5]
BOOKKEEPER-557;5;5;5;[0]
BOOKKEEPER-559;4;5;6;[4, 5]
BOOKKEEPER-561;5;5;5;[0]
BOOKKEEPER-567;5;5;5;[0]
BOOKKEEPER-568;4;5;5;[4]
BOOKKEEPER-569;5;5;5;[0]
BOOKKEEPER-577;5;5;6;[5]
BOOKKEEPER-578;5;5;11;[5, 6, 7, 8, 9, 10]
BOOKKEEPER-579;5;5;6;[5]
BOOKKEEPER-580;5;5;6;[5]
BOOKKEEPER-581;4;5;6;[4, 5]
BOOKKEEPER-583;5;5;5;[0]
BOOKKEEPER-584;4;5;6;[4, 5]
BOOKKEEPER-585;5;5;6;[5]
BOOKKEEPER-586;5;5;5;[0]
BOOKKEEPER-594;5;5;11;[5, 6, 7, 8, 9, 10]
BOOKKEEPER-596;4;6;6;[4, 5]
BOOKKEEPER-597;6;6;6;[0]
BOOKKEEPER-598;5;6;6;[5]
BOOKKEEPER-599;4;6;6;[4, 5]
BOOKKEEPER-600;4;6;6;[4, 5]
BOOKKEEPER-601;4;6;6;[4, 5]
BOOKKEEPER-602;4;6;8;[4, 5, 6, 7]
BOOKKEEPER-603;4;6;6;[4, 5]
BOOKKEEPER-604;6;6;6;[0]
BOOKKEEPER-607;4;6;6;[4, 5]
BOOKKEEPER-610;6;6;6;[0]
BOOKKEEPER-617;6;6;6;[0]
BOOKKEEPER-619;5;6;6;[5]
BOOKKEEPER-620;6;6;6;[0]
BOOKKEEPER-621;5;6;6;[5]
BOOKKEEPER-623;5;6;6;[5]
BOOKKEEPER-624;5;6;6;[5]
BOOKKEEPER-625;5;6;6;[5]
BOOKKEEPER-626;5;6;6;[5]
BOOKKEEPER-632;5;6;6;[5]
BOOKKEEPER-633;6;6;6;[0]
BOOKKEEPER-635;6;6;6;[0]
BOOKKEEPER-636;5;6;6;[5]
BOOKKEEPER-638;6;6;7;[6]
BOOKKEEPER-641;5;6;6;[5]
BOOKKEEPER-642;6;6;6;[0]
BOOKKEEPER-646;5;6;6;[5]
BOOKKEEPER-649;6;6;6;[0]
BOOKKEEPER-652;6;6;6;[0]
BOOKKEEPER-654;4;6;8;[4, 5, 6, 7]
BOOKKEEPER-660;4;6;6;[4, 5]
BOOKKEEPER-663;6;6;6;[0]
BOOKKEEPER-664;5;6;7;[5, 6]
BOOKKEEPER-667;5;6;6;[5]
BOOKKEEPER-668;5;6;6;[5]
BOOKKEEPER-669;6;6;6;[0]
BOOKKEEPER-673;6;6;8;[6, 7]
BOOKKEEPER-676;6;6;7;[6]
BOOKKEEPER-678;6;6;7;[6]
BOOKKEEPER-679;6;6;6;[0]
BOOKKEEPER-683;6;6;6;[0]
BOOKKEEPER-684;6;6;6;[0]
BOOKKEEPER-685;6;6;6;[0]
BOOKKEEPER-686;4;6;6;[4, 5]
BOOKKEEPER-688;4;6;8;[4, 5, 6, 7]
BOOKKEEPER-695;7;7;9;[7, 8]
BOOKKEEPER-698;7;7;7;[0]
BOOKKEEPER-700;7;7;7;[0]
BOOKKEEPER-708;7;7;8;[7]
BOOKKEEPER-709;7;7;7;[0]
BOOKKEEPER-710;7;7;8;[7]
BOOKKEEPER-711;6;7;7;[6]
BOOKKEEPER-712;5;7;7;[5, 6]
BOOKKEEPER-714;7;7;8;[7]
BOOKKEEPER-719;7;7;7;[0]
BOOKKEEPER-720;7;7;7;[0]
BOOKKEEPER-724;8;8;8;[0]
BOOKKEEPER-725;8;8;8;[0]
BOOKKEEPER-726;8;8;8;[0]
BOOKKEEPER-727;8;8;8;[0]
BOOKKEEPER-728;8;8;8;[0]
BOOKKEEPER-729;8;8;8;[0]
BOOKKEEPER-730;8;8;8;[0]
BOOKKEEPER-731;8;8;8;[0]
BOOKKEEPER-739;8;8;9;[8]
BOOKKEEPER-740;8;8;8;[0]
BOOKKEEPER-742;8;8;8;[0]
BOOKKEEPER-743;8;8;8;[0]
BOOKKEEPER-744;8;8;8;[0]
BOOKKEEPER-745;8;8;8;[0]
BOOKKEEPER-746;8;8;8;[0]
BOOKKEEPER-750;8;8;8;[0]
BOOKKEEPER-751;8;8;8;[0]
BOOKKEEPER-752;6;8;8;[6, 7]
BOOKKEEPER-755;8;8;8;[0]
BOOKKEEPER-763;8;8;8;[0]
BOOKKEEPER-765;8;8;8;[0]
BOOKKEEPER-766;8;8;8;[0]
BOOKKEEPER-767;8;8;8;[0]
BOOKKEEPER-768;6;8;9;[6, 7, 8]
BOOKKEEPER-769;8;8;11;[8, 9, 10]
BOOKKEEPER-774;9;9;9;[0]
BOOKKEEPER-777;9;9;9;[0]
BOOKKEEPER-778;9;9;9;[0]
BOOKKEEPER-779;9;9;9;[0]
BOOKKEEPER-780;9;9;9;[0]
BOOKKEEPER-783;9;9;9;[0]
BOOKKEEPER-784;9;9;9;[0]
BOOKKEEPER-785;9;9;9;[0]
BOOKKEEPER-786;9;9;9;[0]
BOOKKEEPER-793;9;9;9;[0]
BOOKKEEPER-794;9;9;11;[9, 10]
BOOKKEEPER-795;9;9;9;[0]
BOOKKEEPER-797;7;9;9;[7, 8]
BOOKKEEPER-799;9;9;9;[0]
BOOKKEEPER-800;9;9;9;[0]
BOOKKEEPER-801;9;9;9;[0]
BOOKKEEPER-802;9;9;10;[9]
BOOKKEEPER-803;9;9;9;[0]
BOOKKEEPER-804;7;9;9;[7, 8]
BOOKKEEPER-805;7;9;9;[7, 8]
BOOKKEEPER-809;7;9;9;[7, 8]
BOOKKEEPER-813;7;9;9;[7, 8]
BOOKKEEPER-814;7;9;9;[7, 8]
BOOKKEEPER-815;7;9;9;[7, 8]
BOOKKEEPER-821;7;9;9;[7, 8]
BOOKKEEPER-823;9;9;10;[9]
BOOKKEEPER-828;9;9;9;[0]
BOOKKEEPER-831;9;9;9;[0]
BOOKKEEPER-833;9;9;9;[0]
BOOKKEEPER-834;9;9;9;[0]
BOOKKEEPER-835;9;9;9;[0]
BOOKKEEPER-838;9;9;9;[0]
BOOKKEEPER-839;9;9;9;[0]
BOOKKEEPER-840;9;9;9;[0]
BOOKKEEPER-847;9;9;9;[0]
BOOKKEEPER-848;7;9;9;[7, 8]
BOOKKEEPER-852;7;9;12;[7, 8, 9, 10, 11]
BOOKKEEPER-854;9;9;9;[0]
BOOKKEEPER-858;10;10;10;[0]
BOOKKEEPER-863;10;10;10;[0]
BOOKKEEPER-872;10;10;10;[0]
BOOKKEEPER-883;11;11;11;[0]
BOOKKEEPER-890;10;11;11;[10]
BOOKKEEPER-891;11;11;11;[0]
BOOKKEEPER-893;10;11;11;[10]
BOOKKEEPER-897;11;11;11;[0]
BOOKKEEPER-898;10;11;11;[10]
BOOKKEEPER-899;10;11;11;[10]
BOOKKEEPER-900;10;11;11;[10]
BOOKKEEPER-902;11;11;11;[0]
BOOKKEEPER-903;11;11;12;[11]
BOOKKEEPER-904;11;11;11;[0]
BOOKKEEPER-907;11;11;12;[11]
BOOKKEEPER-908;10;11;12;[10, 11]
BOOKKEEPER-909;10;11;11;[10]
BOOKKEEPER-910;10;11;11;[10]
BOOKKEEPER-911;10;11;11;[10]
BOOKKEEPER-913;11;11;11;[0]
BOOKKEEPER-914;11;11;11;[0]
BOOKKEEPER-917;11;11;11;[0]
BOOKKEEPER-921;11;11;11;[0]
BOOKKEEPER-924;10;11;12;[10, 11]
BOOKKEEPER-925;11;11;11;[0]
BOOKKEEPER-926;9;11;11;[9, 10]
BOOKKEEPER-927;10;11;12;[10, 11]
BOOKKEEPER-933;12;12;12;[0]
BOOKKEEPER-938;12;12;12;[0]
BOOKKEEPER-939;12;12;12;[0]
BOOKKEEPER-940;12;12;12;[0]
BOOKKEEPER-952;12;12;12;[0]
BOOKKEEPER-955;12;12;12;[0]
BOOKKEEPER-956;12;12;12;[0]
BOOKKEEPER-957;12;12;12;[0]
BOOKKEEPER-958;12;12;12;[0]
BOOKKEEPER-959;11;12;12;[11]
BOOKKEEPER-980;12;12;12;[0]
BOOKKEEPER-984;12;12;12;[0]
BOOKKEEPER-986;12;12;12;[0]
BOOKKEEPER-987;12;12;12;[0]
BOOKKEEPER-988;12;12;12;[0]
BOOKKEEPER-989;12;12;12;[0]
BOOKKEEPER-999;11;12;12;[11]
BOOKKEEPER-1013;12;12;12;[0]
BOOKKEEPER-1018;12;12;12;[0]
BOOKKEEPER-1020;12;12;12;[0]
BOOKKEEPER-1021;12;12;12;[0]
BOOKKEEPER-1031;11;12;12;[11]
BOOKKEEPER-1044;12;12;12;[0]
BOOKKEEPER-1047;12;12;12;[0]
BOOKKEEPER-1058;12;12;12;[0]
BOOKKEEPER-1061;12;12;12;[0]
BOOKKEEPER-1071;12;12;12;[0]
BOOKKEEPER-1072;12;12;12;[0]
BOOKKEEPER-1073;12;12;12;[0]
BOOKKEEPER-1074;12;12;12;[0]
BOOKKEEPER-1075;12;12;12;[0]
BOOKKEEPER-1077;12;12;12;[0]
BOOKKEEPER-1079;12;12;12;[0]
BOOKKEEPER-1098;12;12;12;[0]
BOOKKEEPER-1102;12;12;12;[0]
BOOKKEEPER-1103;12;12;12;[0]
BOOKKEEPER-1104;12;12;12;[0]
BOOKKEEPER-1105;12;12;13;[12]
