RELEASE ; FILENAME ; BUGGYNESS 
1;bookkeeper/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/Main.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/MathUtils.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;YES
1;bookkeeper/src/main/java/org/apache/bookkeeper/util/StringUtils.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/CloseTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;YES
1;bookkeeper/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClient.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;YES
1;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;No
1;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;YES
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;No
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;YES
1;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;YES
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;No
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;No
1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java;YES
1;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java;YES
1;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;No
1;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java;YES
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java;YES
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java;YES
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java;No
1;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java;YES
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;No
2;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;YES
2;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;YES
